_RAJ2000;_DEJ2000;recno;HR;Name;HD;ADS;VarID;RAJ2000;DEJ2000;Vmag;B-V;SpType;NoteFlag
199.730417;-23.171667;    5020;5020; 46Gam Hya;115659;     ; 6180    ;13 18 55.3;-23 10 18; 3.00; 0.92;  G8-IIIa           ;*
200.149167;-36.712222;    5028;5028;   Iot Cen;115892;     ;         ;13 20 35.8;-36 42 44; 2.75; 0.04;  A2V               ;
203.673333; -0.595833;    5107;5107; 79Zet Vir;118098;     ;         ;13 34 41.6;-00 35 45; 3.37; 0.11;  A3V               ;*
207.376250;-41.687778;    5190;5190;   Nu  Cen;120307;     ;Nu  Cen  ;13 49 30.3;-41 41 16; 3.41;-0.22;  B2IV              ;*
207.404167;-42.473889;    5193;5193;   Mu  Cen;120324;     ;Mu  Cen  ;13 49 37.0;-42 28 26; 3.04;-0.17;  B2IV-Ve           ;*
208.885000;-47.288333;    5231;5231;   Zet Cen;121263;     ;         ;13 55 32.4;-47 17 18; 2.55;-0.22;  B2.5IV            ;*
208.671250;+18.397778;    5235;5235;  8Eta Boo;121370;     ;         ;13 54 41.1;+18 23 52; 2.68; 0.58;  G0IV              ;*
211.592917;-26.682500;    5287;5287; 49Pi  Hya;123123;     ;         ;14 06 22.3;-26 40 57; 3.27; 1.12;  K2-III-IIIbFe-0.5 ;
218.019583;+38.308333;    5435;5435; 27Gam Boo;127762; 9300;Gam Boo  ;14 32 04.7;+38 18 30; 3.03; 0.19;  A7III             ;*
220.626667;-64.975278;    5463;5463;   Alp Cir;128898;     ;Alp Cir  ;14 42 30.4;-64 58 31; 3.19; 0.24;  ApSrEuCr:         ;*
221.246667;+27.074167;    5506;5506; 36Eps Boo;129989; 9372;         ;14 44 59.2;+27 04 27; 2.70; 0.97;  K0-II-III         ;*
222.719583;-16.041667;    5531;5531;  9Alp2Lib;130841;     ; 6827    ;14 50 52.7;-16 02 30; 2.75; 0.15;  A3IV              ;*
224.632917;-43.133889;    5571;5571;   Bet Lup;132058;     ;         ;14 58 31.9;-43 08 02; 2.68;-0.22;  B2III/IV          ;*
224.790417;-42.104167;    5576;5576;   Kap Cen;132200;     ; 6873    ;14 59 09.7;-42 06 15; 3.13;-0.20;  B2IV              ;*
