_RAJ2000;_DEJ2000;recno;HR;Name;HD;ADS;VarID;RAJ2000;DEJ2000;Vmag;B-V;SpType;NoteFlag
122.383333;-47.336667;    3207;3207;   Gam2Vel; 68273;     ;Gam2 Vel ;08 09 32.0;-47 20 12; 1.78;-0.22;  WC8+O9I           ;*
125.628333;-59.509722;    3307;3307;   Eps Car; 71129;     ; 4058    ;08 22 30.8;-59 30 35; 1.86; 1.28;  K3III+B2:V        ;*
131.175833;-54.708333;    3485;3485;   Del Vel; 74956;     ;         ;08 44 42.2;-54 42 30; 1.96; 0.04;  A1V               ;*
136.999167;-43.432500;    3634;3634;   Lam Vel; 78647;     ;Lam Vel  ;09 07 59.8;-43 25 57; 2.21; 1.66;  K4.5Ib-II         ;*
138.300000;-69.717222;    3685;3685;   Bet Car; 80007;     ;         ;09 13 12.0;-69 43 02; 1.68; 0.00;  A2IV              ;*
139.272500;-59.275278;    3699;3699;   Iot Car; 80404;     ; 4444    ;09 17 05.4;-59 16 31; 2.25; 0.18;  A8Ib              ;*
140.528333;-55.010833;    3734;3734;   Kap Vel; 81188;     ;         ;09 22 06.8;-55 00 39; 2.50;-0.18;  B2IV-V            ;*
141.896667; -8.658611;    3748;3748; 30Alp Hya; 81797;     ; 4496    ;09 27 35.2;-08 39 31; 1.98; 1.44;  K3II-III          ;*
165.460417;+56.382500;    4295;4295; 48Bet UMa; 95418;     ; 5053    ;11 01 50.5;+56 22 57; 2.37;-0.02;  A1V               ;*
165.932083;+61.750833;    4301;4301; 50Alp UMa; 95689; 8035; 5070    ;11 03 43.7;+61 45 03; 1.79; 1.07;  K0IIIa            ;*
177.265000;+14.571944;    4534;4534; 94Bet Leo;102647; 8314;Bet Leo  ;11 49 03.6;+14 34 19; 2.14; 0.09;  A3V               ;*
178.457500;+53.694722;    4554;4554; 64Gam UMa;103287;     ; 5379    ;11 53 49.8;+53 41 41; 2.44; 0.00;  A0Ve              ;*
186.652083;-63.099444;    4731;4731;   Alp2Cru;108249;     ;         ;12 26 36.5;-63 05 58; 1.73;-0.26;  B1V               ;*
187.791250;-57.113333;    4763;4763;   Gam Cru;108903;     ; 5672    ;12 31 09.9;-57 06 48; 1.63; 1.59;  M3.5III           ;*
190.379167;-48.959722;    4819;4819;   Gam Cen;110304;     ;         ;12 41 31.0;-48 57 35; 2.17;-0.01;  A1IV              ;*
193.507083;+55.959722;    4905;4905; 77Eps UMa;112185;     ;Eps UMa  ;12 54 01.7;+55 57 35; 1.77;-0.02;  A0pCr             ;*
200.981250;+54.925278;    5054;5054; 79Zet UMa;116656; 8891; 6224    ;13 23 55.5;+54 55 31; 2.27; 0.02;  A1VpSrSi          ;*
204.971667;-53.466389;    5132;5132;   Eps Cen;118716;     ;Eps Cen  ;13 39 53.2;-53 27 59; 2.30;-0.22;  B1III             ;*
206.885000;+49.313333;    5191;5191; 85Eta UMa;120315;     ; 6450    ;13 47 32.4;+49 18 48; 1.86;-0.19;  B3V               ;*
211.670833;-36.370000;    5288;5288;  5The Cen;123139;     ;         ;14 06 41.0;-36 22 12; 2.06; 1.01;  K0-IIIb           ;*
218.876667;-42.157778;    5440;5440;   Eta Cen;127972;     ;Eta Cen  ;14 35 30.4;-42 09 28; 2.31;-0.19;  B1.5Vne           ;*
220.482500;-47.388333;    5469;5469;   Alp Lup;129056;     ;Alp Lup  ;14 41 55.8;-47 23 18; 2.30;-0.20;  B1.5III/Vn        ;*
222.676250;+74.155556;    5563;5563;  7Bet UMi;131873;     ; 6846    ;14 50 42.3;+74 09 20; 2.08; 1.47;  K4-III            ;*
233.672083;+26.714722;    5793;5793;  5Alp CrB;139006;     ;Alp CrB  ;15 34 41.3;+26 42 53; 2.23;-0.02;  A0V+G5V           ;*
240.083333;-22.621667;    5953;5953;  7Del Sco;143275;     ;         ;16 00 20.0;-22 37 18; 2.32;-0.12;  B0.3IV            ;*
239.875833;+25.920278;    5958;5958;          ;143454;     ;T CrB    ;15 59 30.2;+25 55 13; 2.00; 0.10;sdBe+gM3+Q          ;*
252.166250;-69.027778;    6217;6217;   Alp TrA;150798;     ;         ;16 48 39.9;-69 01 40; 1.92; 1.44;  K2IIb-IIIa        ;
252.540833;-34.293333;    6241;6241; 26Eps Sco;151680;     ; 7983    ;16 50 09.8;-34 17 36; 2.29; 1.15;  K2.5III           ;
257.594583;-15.724722;    6378;6378; 35Eta Oph;155125;10374;         ;17 10 22.7;-15 43 29; 2.43; 0.06;  A2V               ;*
263.402083;-37.103889;    6527;6527; 35Lam Sco;158926;     ;Lam Sco  ;17 33 36.5;-37 06 14; 1.63;-0.22;  B2IV+B            ;*
264.330000;-42.997778;    6553;6553;   The Sco;159532;     ; 9233    ;17 37 19.2;-42 59 52; 1.87; 0.40;  F1II              ;*
263.733750;+12.560000;    6556;6556; 55Alp Oph;159561;     ; 9189    ;17 34 56.1;+12 33 36; 2.08; 0.15;  A5III             ;*
265.622083;-39.030000;    6580;6580;   Kap Sco;160578;     ;Kap Sco  ;17 42 29.3;-39 01 48; 2.41;-0.22;  B1.5III           ;*
269.151667;+51.488889;    6705;6705; 33Gam Dra;164058;10923;         ;17 56 36.4;+51 29 20; 2.23; 1.52;  K5III             ;*
276.042917;-34.384722;    6879;6879; 20Eps Sgr;169022;     ;         ;18 24 10.3;-34 23 05; 1.85;-0.03;  B9.5III           ;*
283.816250;-26.296667;    7121;7121; 34Sig Sgr;175191;     ;         ;18 55 15.9;-26 17 48; 2.02;-0.22;  B2.5V             ;*
306.412083;-56.735000;    7790;7790;   Alp Pav;193924;     ;13060    ;20 25 38.9;-56 44 06; 1.94;-0.20;  B2IV              ;*
305.557083;+40.256667;    7796;7796; 37Gam Cyg;194093;13765;13048    ;20 22 13.7;+40 15 24; 2.20; 0.68;  F8Ib              ;*
311.552917;+33.970278;    7949;7949; 53Eps Cyg;197989;14274;         ;20 46 12.7;+33 58 13; 2.46; 1.03;  K0-III            ;*
319.645000;+62.585556;    8162;8162;  5Alp Cep;203280;14858;13660    ;21 18 34.8;+62 35 08; 2.44; 0.22;  A7V               ;*
326.046667; +9.875000;    8308;8308;  8Eps Peg;206778;15268;Eps Peg  ;21 44 11.2;+09 52 30; 2.39; 1.53;  K2Ib              ;*
332.058333;-46.961111;    8425;8425;   Alp Gru;209952;     ;14040    ;22 08 14.0;-46 57 40; 1.74;-0.13;  B7IV              ;*
340.667083;-46.884722;    8636;8636;   Bet Gru;214952;     ;Bet Gru  ;22 42 40.1;-46 53 05; 2.10; 1.60;  M5III             ;*
345.943750;+28.082778;    8775;8775; 53Bet Peg;217906;16483;Bet Peg  ;23 03 46.5;+28 04 58; 2.42; 1.67;  M2.5II-III        ;*
346.190417;+15.205278;    8781;8781; 54Alp Peg;218045;     ;14417    ;23 04 45.7;+15 12 19; 2.49;-0.04;  B9V               ;*
