_RAJ2000;_DEJ2000;recno;HR;Name;HD;ADS;VarID;RAJ2000;DEJ2000;Vmag;B-V;SpType;NoteFlag
227.882917;-45.279444;    5643;5643;          ;134443;     ;         ;15 11 31.9;-45 16 46; 7.39; 1.08;  K0III             ;*
228.181250;+19.285833;    5659;5659;          ;135101; 9535;         ;15 12 43.5;+19 17 09; 6.68; 0.68;  G5V               ;*
228.716250;+68.945278;    5693;5693;          ;136174;     ;         ;15 14 51.9;+68 56 43; 6.51;     ;  A1Vn              ;
231.277500;-38.169444;    5722;5722;          ;137015;     ;         ;15 25 06.6;-38 10 10; 7.03; 0.09;  A2V               ;
232.730833; +8.579167;    5758;5758;          ;138290;     ;         ;15 30 55.4;+08 34 45; 6.57; 0.37;  F4V w             ;
233.287917;-24.489444;    5765;5765;          ;138488; 9689;         ;15 33 09.1;-24 29 22; 7.00; 0.27;  A3+F0V:           ;*
234.072500;-65.613333;    5766;5766;          ;138498;     ;         ;15 36 17.4;-65 36 48; 6.51; 0.35;  F3IV-V            ;
233.586667; -5.695000;    5779;5779;          ;138763;     ;         ;15 34 20.8;-05 41 42; 6.51; 0.58;  F7V               ;
233.769167; +1.668889;    5791;5791;          ;138936;     ;         ;15 35 04.6;+01 40 08; 6.56; 0.28;  F0III             ;
234.140417; -0.561667;    5799;5799; 14    Ser;139137;     ;         ;15 36 33.7;-00 33 42; 6.51; 0.72;  G8III+A           ;
234.636250;-39.160833;    5805;5805;          ;139233;     ;         ;15 38 32.7;-39 09 39; 6.57;-0.07;  B9V               ;*
234.222500;+29.991111;    5813;5813;          ;139389;     ;         ;15 36 53.4;+29 59 28; 6.52;     ;  F5V:              ;
234.017083;+52.069722;    5817;5817;          ;139478;     ;         ;15 36 04.1;+52 04 11; 6.74; 0.32;  F4IIIp            ;
232.295833;+80.448611;    5829;5829;          ;139777; 9696;         ;15 29 11.0;+80 26 55; 6.58; 0.67;  G0IV-V+G8IV-V     ;*
236.553333;-28.061667;    5856;5856;          ;140722; 9775;         ;15 46 12.8;-28 03 42; 6.51; 0.32;  F2IV              ;*
238.236250;-65.152500;    5876;5876;          ;141413;     ;         ;15 52 56.7;-65 09 09; 6.54; 0.19;  A5IV              ;
238.214583;-50.615278;    5890;5890;          ;141724;     ;         ;15 52 51.5;-50 36 55; 6.60; 1.53;  K3III             ;
241.435417; -6.291667;    5989;5989;          ;144362; 9918;         ;16 05 44.5;-06 17 30; 6.53; 0.48;  F2IV              ;*
242.142500;-39.105278;    5999;5999;          ;144668;     ;V856 Sco ;16 08 34.2;-39 06 19; 7.05; 0.36;  A7IVe             ;*
242.143333;-39.093056;    6000;6000;          ;144667;     ;         ;16 08 34.4;-39 05 35; 6.65;-0.07;  A0-3III           ;*
242.873750; +9.712500;    6032;6032;          ;145589;     ;         ;16 11 29.7;+09 42 45; 6.53; 0.24;  F0IV              ;*
243.670000;+33.858333;    6064;6064; 17Sig CrB;146362; 9979;         ;16 14 40.8;+33 51 30; 6.66;     ;  G1V               ;*
244.245000;-21.303889;    6066;6066;          ;146416;     ;         ;16 16 58.8;-21 18 14; 6.61; 0.02;  B9V               ;*
246.165000;-29.703333;    6105;6105;          ;147722;10035;         ;16 24 39.6;-29 42 12; 6.63; 0.59;  G0IV              ;*
246.448750;+18.892500;    6119;6119;          ;148206;     ;U Her    ;16 25 47.7;+18 53 33; 6.70;     ;  M7IIIe            ;*
258.997083;-87.566389;    6133;6133;          ;148451;     ;         ;17 15 59.3;-87 33 59; 6.57; 0.91;  G5III             ;
251.473333;-83.238889;    6138;6138;          ;148527;     ;         ;16 45 53.6;-83 14 20; 6.57; 1.57;  K4III             ;
249.058750;+52.924167;    6186;6186; 17    Dra;150118;10129;         ;16 36 14.1;+52 55 27; 6.53;-0.06;  A1Vnn             ;*
250.146250; +4.207222;    6194;6194; 36    Her;150379;10149;         ;16 40 35.1;+04 12 26; 6.93; 0.13;  A3IV              ;*
251.072083;-27.456111;    6216;6216;          ;150768;10173; 7935    ;16 44 17.3;-27 27 22; 6.58; 0.10;  A2V               ;*
251.713750;-25.528611;    6225;6225; 25    Sco;151179;     ;         ;16 46 51.3;-25 31 43; 6.71; 1.18; gG6                ;
253.581667;-41.820000;    6265;6265;          ;152270;     ;Var?     ;16 54 19.6;-41 49 12; 6.59; 0.21;  WC7+O5-8          ;*
253.020417;+14.974167;    6268;6268; 49    Her;152308;     ;V823 Her ;16 52 04.9;+14 58 27; 6.52;-0.05;  B9.5pCr:          ;
253.667917;-11.792500;    6278;6278;          ;152585;     ;         ;16 54 40.3;-11 47 33; 6.57; 0.14;  A2IV              ;*
254.673333;-14.869722;    6302;6302;          ;153229;     ;         ;16 58 41.6;-14 52 11; 6.59; 0.40;  F3IV              ;
255.134583;-45.451667;    6303;6303;          ;153258;     ;         ;17 00 32.3;-45 27 06; 6.65; 1.80;  K4III             ;
254.026667;+50.038889;    6306;6306;          ;153299;     ;         ;16 56 06.4;+50 02 20; 6.56; 1.62;  M2IIIab           ;
255.122500; +6.583611;    6317;6317;          ;153653;     ;         ;17 00 29.4;+06 35 01; 6.59; 0.23;  A7V               ;
255.290000;+27.196389;    6328;6328;          ;153897;     ;         ;17 01 09.6;+27 11 47; 6.55; 0.41;  F5V               ;
255.793333;+14.511111;    6339;6339;          ;154160;     ; 8143    ;17 03 10.4;+14 30 40; 6.52; 0.76;  G5IV:             ;
255.875833;+35.414167;    6346;6346; 61    Her;154356;     ; 8159    ;17 03 30.2;+35 24 51; 6.69;     ;  M4IIIab           ;
257.690833;+12.467222;    6385;6385;          ;155375;     ;         ;17 10 45.8;+12 28 02; 6.57; 0.08;  A1m               ;*
258.056667;-25.254722;    6386;6386;          ;155379;     ;         ;17 12 13.6;-25 15 17; 6.54;-0.04;  A0pHg             ;*
258.615417;-39.766944;    6392;6392;          ;155603;     ;V915 Sco ;17 14 27.7;-39 46 01; 6.60; 2.21;  G5Ia              ;*
258.226667; +0.351944;    6394;6394;          ;155646;     ;         ;17 12 54.4;+00 21 07; 6.65; 0.50;  F6III             ;*
260.053333;-70.045556;    6400;6400;          ;155875;     ;         ;17 20 12.8;-70 02 44; 6.53; 0.60;  G0-1IV:           ;
259.502083;-24.284167;    6425;6425; 39Omi Oph;156350;10442;         ;17 18 00.5;-24 17 03; 6.80; 0.51;  F6IV-V            ;*
259.852083;-44.223056;    6427;6427;          ;156398;     ;         ;17 19 24.5;-44 13 23; 6.65; 0.20;  B9.5V+A6III       ;*
259.720000; +6.085278;    6434;6434;          ;156697;     ;V2112 Oph;17 18 52.8;+06 05 07; 6.51; 0.39;  F0-2IV-Vn         ;*
259.202500;+49.691111;    6437;6437;          ;156753;     ;         ;17 16 48.6;+49 41 28; 7.48;     ;  K2                ;
260.142500;-19.332778;    6441;6441;          ;156846;10476;         ;17 20 34.2;-19 19 58; 6.52; 0.58;  G3IV              ;*
261.520417;+58.651944;    6514;6514;          ;158485;     ;         ;17 26 04.9;+58 39 07; 6.51; 0.14;  A4V               ;
263.004583;+34.270833;    6538;6538;          ;159222;     ;         ;17 32 01.1;+34 16 15; 6.56; 0.65;  G5V               ;*
263.827083;-22.043889;    6545;6545; 52    Oph;159376;     ;V2125 Oph;17 35 18.5;-22 02 38; 6.57; 0.01;  B8p               ;*
265.156667;+43.470833;    6599;6599;          ;160950;     ;         ;17 40 37.6;+43 28 15; 6.59;     ;  K2                ;
265.150833;+57.310278;    6605;6605;          ;161162;     ;         ;17 40 36.2;+57 18 37; 6.77; 0.92;  K0                ;
266.147500; +2.578889;    6610;6610;          ;161289;10750;         ;17 44 35.4;+02 34 44; 6.56;     ;  A0V               ;*
266.473750;+38.881389;    6625;6625;          ;161815;     ;         ;17 45 53.7;+38 52 53; 6.52; 1.00;  K0                ;
266.493750;+39.322500;    6626;6626;          ;161832;10782;V826 Her ;17 45 58.5;+39 19 21; 6.68; 1.39;  K3III+F7V         ;*
267.802083;-30.557222;    6645;6645;          ;162220;     ;         ;17 51 12.5;-30 33 26; 6.66; 0.04;  A0Vn              ;*
267.513750;+48.394167;    6664;6664; 88    Her;162732;     ;V744 Her ;17 50 03.3;+48 23 39; 6.68;-0.11;  BepShell          ;*
268.979167;-18.802222;    6679;6679;          ;163245;     ;         ;17 55 55.0;-18 48 08; 6.52; 0.05;  A4V               ;*
269.772917;-30.253333;    6694;6694;          ;163756;     ; 9929    ;17 59 05.5;-30 15 12; 7.04; 1.06;  G8II              ;*
270.757083;-22.718333;    6727;6727;          ;164637;     ;         ;18 03 01.7;-22 43 06; 6.74;-0.05;  B0.5III           ;*
270.692917; -5.358611;    6732;6732;          ;164716;     ;         ;18 02 46.3;-05 21 31; 6.76; 0.16;  B9V               ;
271.430417;+12.003889;    6758;6758;          ;165475;11056;         ;18 05 43.3;+12 00 14; 7.04; 0.30;  A3IV              ;*
271.180000;+40.084167;    6764;6764;          ;165567;     ;         ;18 04 43.2;+40 05 03; 6.52; 0.46;  F7V               ;
272.343333;-36.672500;    6772;6772;          ;165793;     ;         ;18 09 22.4;-36 40 21; 6.58;-0.03;  B1II              ;
272.225417;-25.472500;    6773;6773;          ;165814;     ;V3792 Sgr;18 08 54.1;-25 28 21; 6.61; 0.02;  B3III             ;*
273.600417;-70.751389;    6774;6774;          ;165861;     ;         ;18 14 24.1;-70 45 05; 6.73;-0.03;  B7-8II-III        ;
271.951667;+13.071111;    6776;6776;          ;165910;11086;         ;18 07 48.4;+13 04 16; 6.63; 0.07;  A2Vn              ;*
272.992500;-28.901389;    6802;6802;          ;166469;     ;V4045 Sgr;18 11 58.2;-28 54 05; 6.51;-0.01;  B9IVpSrEuCr       ;*
273.291667; -4.011667;    6813;6813;          ;166960;     ;         ;18 13 10.0;-04 00 42; 6.59; 0.27;  A2m               ;
273.683333;+29.207222;    6831;6831;          ;167588;     ;         ;18 14 44.0;+29 12 26; 6.56; 0.54;  F8V               ;
274.368750;-18.463333;    6841;6841;          ;167771;     ;         ;18 17 28.5;-18 27 48; 6.54; 0.11;  O7III:(n)((f))    ;*
274.270000; +1.005833;    6844;6844;          ;167858;     ;         ;18 17 04.8;+01 00 21; 6.63; 0.31;  F2V               ;
274.673750;-25.604722;    6846;6846;          ;167979;     ;         ;18 18 41.7;-25 36 17; 6.51; 1.34; gK1                ;
274.680417;-18.619444;    6848;6848;          ;168021;11240;10543    ;18 18 43.3;-18 37 10; 6.84; 0.31;  B0Ib              ;*
274.532083;+23.296667;    6854;6854;          ;168323;     ;         ;18 18 07.7;+23 17 48; 6.63;     ;  K5                ;
276.286667; +5.084722;    6900;6900;          ;169578;     ;         ;18 25 08.8;+05 05 05; 6.74; 0.02;  B9V               ;
277.320000;-38.851111;    6921;6921;          ;170040;     ;         ;18 29 16.8;-38 51 04; 6.63;-0.02;  B8                ;
276.670417;+26.449444;    6924;6924;          ;170111;11356;         ;18 26 40.9;+26 26 58; 6.53;-0.11;  B3V               ;*
277.341667;-25.256389;    6929;6929;          ;170235;     ;V4031 Sgr;18 29 22.0;-25 15 23; 6.59; 0.07;  B2IVpe            ;*
277.521250; +4.065278;    6941;6941;          ;170580;11399;         ;18 30 05.1;+04 03 55; 6.69; 0.11;  B2V               ;*
277.972083;-19.125000;    6947;6947;          ;170764;     ;U Sgr    ;18 31 53.3;-19 07 30; 6.68; 1.13;  G1.5Ib            ;*
282.991250;-83.316389;    6964;6964;          ;171161;     ;         ;18 51 57.9;-83 18 59; 7.16; 1.26;  K1IIICNII:        ;
278.636667;-24.222500;    6965;6965; 25    Sgr;171237;     ;11035    ;18 34 32.8;-24 13 21; 6.51; 0.54;  F3II-III          ;*
278.346250;+30.892500;    6971;6971;          ;171406;     ;Var?     ;18 33 23.1;+30 53 33; 6.59;-0.12;  B4Ve              ;*
278.047500;+52.115556;    6974;6974;          ;171461;     ;         ;18 32 11.4;+52 06 56; 6.56;-0.07;  B9.5V             ;
278.581667;+20.466389;    6975;6975;          ;171487;     ;         ;18 34 19.6;+20 27 59; 6.57; 0.11;  A3V               ;
277.811667;+65.436111;    6979;6979;          ;171653;     ;         ;18 31 14.8;+65 26 10; 6.59; 0.30;  A8m               ;*
279.579583; -1.113333;    7000;7000;          ;172103;     ;         ;18 38 19.1;-01 06 48; 6.66; 0.42;  F1IV-V            ;
281.746250;-50.094444;    7037;7037;          ;173263;     ;         ;18 46 59.1;-50 05 40; 6.54; 0.28;  F0V               ;
281.398750;+21.985000;    7058;7058;          ;173650;     ;V535 Her ;18 45 35.7;+21 59 06; 6.51; 0.02;  B9pSiCr:          ;*
282.321667;-34.748611;    7070;7070;          ;173902;     ;         ;18 49 17.2;-34 44 55; 6.62; 1.08;  K1IVCNIII         ;
282.397917;-19.142222;    7077;7077;          ;174115;     ;Var?     ;18 49 35.5;-19 08 32; 6.75; 0.20;  A1m               ;*
281.745833;+46.315000;    7080;7080;          ;174177;     ;         ;18 46 59.0;+46 18 54; 6.52; 0.07;  A2IV              ;
282.710417;-22.162222;    7088;7088; 30    Sgr;174309;11731;         ;18 50 50.5;-22 09 44; 6.61; 0.38;  A7III             ;*
282.583333; -7.907500;    7089;7089;          ;174325;11726;S Sct    ;18 50 20.0;-07 54 27; 6.80; 3.09;  C5II              ;*
282.310000;+25.046389;    7091;7091;          ;174369;     ;         ;18 49 14.4;+25 02 47; 6.59;     ;  A1V               ;*
282.433333;+31.629167;    7098;7098;          ;174567;     ;         ;18 49 44.0;+31 37 45; 6.64; 0.02;  A0V s             ;
282.690000;+10.976389;    7099;7099;          ;174569;11750;         ;18 50 45.6;+10 58 35; 6.55;     ;  K5III+K3III       ;*
283.173750;-30.734167;    7105;7105;          ;174632;     ;         ;18 52 41.7;-30 44 03; 6.63;-0.05;  B8V               ;
283.634583;-49.878611;    7108;7108;          ;174730;     ;         ;18 54 32.3;-49 52 43; 6.60; 0.08;  A2V               ;
283.559583;+41.225556;    7138;7138;          ;175576;     ;         ;18 54 14.3;+41 13 32; 7.30;     ;  F5                ;
284.016250;+17.995000;    7147;7147;          ;175744;     ;V828 Her ;18 56 03.9;+17 59 42; 6.63;-0.04;  B9pSi             ;*
284.585417;-24.876667;    7155;7155;          ;175852;     ;         ;18 58 20.5;-24 52 36; 6.62; 0.08;  A0                ;*
285.263333;-37.060833;    7169;7169;          ;176269;     ;         ;19 01 03.2;-37 03 39; 6.69;     ;  B9V               ;*
284.822917;+10.140833;    7173;7173;          ;176304;     ;         ;18 59 17.5;+10 08 27; 6.75; 0.25;  B2Vp              ;
285.344167;+20.833611;    7200;7200;          ;176819;     ;11659    ;19 01 22.6;+20 50 01; 6.69; 0.02;  B2IV-V            ;*
285.079167;+40.684167;    7201;7201;          ;176844;     ;11652    ;19 00 19.0;+40 41 03; 6.65;     ;  M4IIIa            ;
285.395417;+25.025833;    7206;7206;          ;176939;     ;         ;19 01 34.9;+25 01 33; 6.72;     ;  K2                ;
286.044583; +3.330556;    7219;7219;          ;177332;     ;         ;19 04 10.7;+03 19 50; 6.73; 0.13;  A5m               ;
286.100833; -5.685000;    7220;7220;          ;177336;     ;V Aql    ;19 04 24.2;-05 41 06; 6.90; 4.19;  C5II              ;*
285.927083;+21.267778;    7222;7222;          ;177392;     ;LT Vul   ;19 03 42.5;+21 16 04; 6.52; 0.32;  F2III             ;*
284.719167;+69.531111;    7224;7224;          ;177410;     ;EE Dra   ;18 58 52.6;+69 31 52; 6.52;-0.15;  A0pSi             ;*
286.327500; -1.512778;    7231;7231;          ;177552;     ;         ;19 05 18.6;-01 30 46; 6.53; 0.35;  F1V               ;
286.787917; +0.641667;    7245;7245;          ;178065;     ;         ;19 07 09.1;+00 38 30; 6.56; 0.05;  B9III             ;*
284.488333;+77.050833;    7247;7247;          ;178089;     ;         ;18 57 57.2;+77 03 03; 6.54; 0.38;  F2V               ;
287.401667;-36.164722;    7256;7256;          ;178299;     ;         ;19 09 36.4;-36 09 53; 6.56;-0.02;  A0IV              ;*
287.268333;+34.600556;    7272;7272;          ;178911;12101;         ;19 09 04.4;+34 36 02; 6.74; 0.63;  G1V               ;*
288.040833;-37.582778;    7273;7273;          ;178937;     ;         ;19 12 09.8;-37 34 58; 6.57; 1.02;  G2III             ;
288.143333;+16.846389;    7285;7285;          ;179588;12160;         ;19 12 34.4;+16 50 47; 6.73;-0.01;  B9IV              ;*
288.019167;+49.854167;    7293;7293;          ;179957;12169;         ;19 12 04.6;+49 51 15; 6.75; 0.65;  G4V               ;*
288.020833;+49.856111;    7294;7294;          ;179958;12169;         ;19 12 05.0;+49 51 22; 6.57; 0.65;  G4V               ;*
288.987500;+27.455556;    7305;7305;          ;180553;12239;         ;19 15 57.0;+27 27 20; 6.54;-0.06;  B8V               ;*
290.109167;-31.817778;    7323;7323;          ;181109;     ;         ;19 20 26.2;-31 49 04; 6.58; 1.67;  M0III             ;
289.503333;+31.022222;    7324;7324;          ;181119;     ;         ;19 18 00.8;+31 01 20; 6.68; 0.08;  A3V               ;
289.702083;+19.610556;    7326;7326;          ;181182;     ;U Sge    ;19 18 48.5;+19 36 38; 6.58; 0.03;  B8III+K:          ;*
289.765833;+33.388889;    7335;7335;          ;181409;     ;         ;19 19 03.8;+33 23 20; 6.60;-0.19;  B2IVe             ;*
290.784167;+14.921111;    7357;7357;          ;182239;     ;         ;19 23 08.2;+14 55 16; 6.64; 0.27;  F1V               ;
289.942083;+64.390833;    7361;7361;          ;182308;     ;         ;19 19 46.1;+64 23 27; 6.52;-0.04;  B9IVpHgMn         ;
291.256667; -4.884167;    7366;7366;          ;182475;     ;         ;19 25 01.6;-04 53 03; 6.52; 0.33;  A9V               ;
291.093333;+28.087778;    7374;7374;          ;182618;     ;         ;19 24 22.4;+28 05 16; 6.53;-0.08;  B5V               ;
291.602500;-14.551111;    7379;7379;          ;182678;     ;         ;19 26 24.6;-14 33 04; 6.70; 0.05;  A1V               ;
290.849167;+50.271389;    7381;7381;          ;182691;     ;         ;19 23 23.8;+50 16 17; 6.51;-0.08;  B9III             ;
292.561250;-32.092222;    7399;7399;          ;183312;     ;         ;19 30 14.7;-32 05 32; 6.60; 0.39;  F3IV-V            ;
291.444583;+58.027222;    7401;7401;          ;183339;     ;         ;19 25 46.7;+58 01 38; 6.60;-0.15;  B8IVHe wk         ;*
292.339583; -7.043889;    7402;7402;          ;183344;12503;U Aql    ;19 29 21.5;-07 02 38; 6.61; 1.10;  F7-G1I-II         ;*
288.782500;+83.462778;    7425;7425;          ;184146;     ;         ;19 15 07.8;+83 27 46; 6.53; 0.10;  A3V               ;
293.401667;+38.762222;    7436;7436;          ;184603;     ;         ;19 33 36.4;+38 45 44; 6.61; 0.03;  A3Vn              ;
294.033333;+11.150000;    7445;7445;          ;184884;12660;         ;19 36 08.0;+11 09 00; 6.68;     ;  A3V               ;
293.666250;+48.164722;    7453;7453;          ;184977;     ;         ;19 34 39.9;+48 09 53; 6.67; 0.24;  A9V               ;
294.157083;+20.332778;    7458;7458;          ;185059;     ;U Vul    ;19 36 37.7;+20 19 58; 7.14; 1.32;  F2-F8Iab          ;*
294.982083;-39.433333;    7464;7464;          ;185257;     ;V4090 Sgr;19 39 55.7;-39 26 00; 6.61; 0.23;  A2m               ;*
293.982917;+50.238611;    7465;7465;          ;185264;     ;         ;19 35 55.9;+50 14 19; 6.52; 1.06;  G9III             ;
295.165417;+23.717500;    7485;7485;          ;185915;12778;         ;19 40 39.7;+23 43 03; 6.64; 0.01;  B6IV              ;*
295.054167;+60.507222;    7500;7500;          ;186340;12789;         ;19 40 13.0;+60 30 26; 6.51; 0.22;  A5V               ;
296.202917;+29.264722;    7518;7518;          ;186688;     ;SU   Cyg ;19 44 48.7;+29 15 53; 6.82; 0.64;  F2I               ;*
296.159167;+34.413889;    7520;7520;          ;186702;     ;12372    ;19 44 38.2;+34 24 50; 6.57;     ;  M1III             ;
296.664583;+25.133889;    7533;7533;          ;186998;     ;         ;19 46 39.5;+25 08 02; 6.62; 0.27;  A7IV              ;
297.182917;+35.311389;    7550;7550;          ;187458;12972;         ;19 48 43.9;+35 18 41; 6.53; 0.44;  F4V               ;*
297.572917; +7.902500;    7554;7554;          ;187567;     ;V1339 Aql;19 50 17.5;+07 54 09; 6.51;-0.10;  B2.5IVe           ;*
298.065000;+10.351389;    7572;7572;          ;187961;13041;12496    ;19 52 15.6;+10 21 05; 6.54;-0.01;  B7V               ;*
298.344167; +4.400556;    7580;7580;          ;188107;     ;         ;19 53 22.6;+04 24 02; 6.53; 0.02;  B9.5Vn            ;
299.240417;-57.925556;    7586;7586;          ;188161;     ;         ;19 56 57.7;-57 55 32; 6.53; 1.53;  K4II              ;
298.831667; -6.734167;    7599;7599;          ;188405;13104;         ;19 55 19.6;-06 44 03; 6.51; 0.39;  F2V               ;*
299.422083;-38.058333;    7605;7605;          ;188642;     ;         ;19 57 41.3;-38 03 30; 6.55; 0.39;  F4V               ;
298.777083;+30.195278;    7607;7607;          ;188651;13117;         ;19 55 06.5;+30 11 43; 6.57;-0.08;  B6V+A5V           ;
301.005000; -7.469722;    7661;7661;          ;190172;     ;         ;20 04 01.2;-07 28 11; 6.72; 0.35;  F4III             ;
301.383750;-33.000000;    7668;7668;          ;190306;     ;         ;20 05 32.1;-33 00 00; 6.53;-0.08;  B8                ;
301.360000;-12.665278;    7675;7675; 65    Sgr;190454;     ;         ;20 05 26.4;-12 39 55; 6.55; 0.04;  A1Vn              ;
300.584583;+64.634444;    7682;7682; 65    Dra;190713;     ;         ;20 02 20.3;+64 38 04; 6.57;     ; gG7                ;
301.797917;+50.229167;    7702;7702;          ;191329;     ;         ;20 07 11.5;+50 13 45; 6.54; 0.13;  A3V               ;
303.015833;+47.736944;    7721;7721;          ;192276;     ;         ;20 12 03.8;+47 44 13; 6.92;-0.12;  B7V               ;*
303.419167;+24.238889;    7723;7723;          ;192342;13543;         ;20 13 40.6;+24 14 20; 6.56; 0.29;  A1m               ;*
304.110417;-35.197778;    7729;7729;          ;192486;     ;         ;20 16 26.5;-35 11 52; 6.53; 0.37;  F2V               ;
303.590000;+42.103611;    7737;7737;          ;192659;13572;         ;20 14 21.6;+42 06 13; 6.71;-0.04;  B9IV-V            ;*
305.108750; -6.361667;    7772;7772;          ;193429;     ;13013    ;20 20 26.1;-06 21 42; 6.63; 1.55;  K5                ;*
304.951250;+37.132500;    7782;7782;          ;193621;     ;         ;20 19 48.3;+37 07 57; 6.57; 0.00;  A0III             ;*
306.135000;+53.551944;    7815;7815;          ;194668;     ;         ;20 24 32.4;+53 33 07; 6.51; 0.01;  B9.5III           ;
307.468750;-18.586667;    7829;7829; 12Omi Cap;195093;13902;         ;20 29 52.5;-18 35 12; 6.74; 0.22;  A7V               ;*
307.337917;+20.087778;    7833;7833;          ;195217;     ;         ;20 29 21.1;+20 05 16; 6.55; 0.23;  A3m               ;
307.804167;+11.260556;    7840;7840;          ;195483;13946;         ;20 31 13.0;+11 15 38; 7.11; 0.03;  B8V               ;*
308.473333;+10.059722;    7857;7857;          ;195922;     ;         ;20 33 53.6;+10 03 35; 6.56; 0.08;  A2Vnn             ;
308.217917;+43.191667;    7861;7861;          ;195986;     ;         ;20 32 52.3;+43 11 30; 6.60;-0.11;  B4III             ;*
310.432083;-75.350556;    7864;7864;   Mu 2Oct;196067;     ;         ;20 41 43.7;-75 21 02; 6.55; 0.62;  G5III             ;*
310.150000;-26.645000;    7902;7902;          ;196815;     ;         ;20 40 36.0;-26 38 42; 6.51; 0.57;  F7V               ;
309.846250;+45.666944;    7912;7912;          ;197036;     ;         ;20 39 23.1;+45 40 01; 6.58;-0.06;  B5IV              ;
310.251667;+39.082222;    7922;7922;          ;197226;     ;         ;20 41 00.4;+39 04 56; 6.51;-0.12;  B6III             ;*
310.592500;+35.456111;    7927;7927;          ;197419;     ;V568 Cyg ;20 42 22.2;+35 27 22; 6.66;-0.16;  B2IV-Ve           ;*
312.911667;-62.429167;    7960;7960;          ;198161;     ;         ;20 51 38.8;-62 25 45; 6.59; 0.17;  A2-3IV-V          ;*
312.654167;+18.051389;    7981;7981;          ;198552;     ;         ;20 50 37.0;+18 03 05; 6.52; 0.04;  A1V s             ;
313.360000;+42.410278;    8004;8004;          ;199099;     ;         ;20 53 26.4;+42 24 37; 6.66;-0.04;  A1V               ;
313.783750; -1.373333;    8006;8006;          ;199124;     ;EM Aqr   ;20 55 08.1;-01 22 24; 6.55; 0.29;  A9Vn              ;*
313.593333;+28.521944;    8007;8007;          ;199140;     ;BW Vul   ;20 54 22.4;+28 31 19; 6.56;-0.13;  B2IIIe            ;*
313.592917;+40.703056;    8009;8009;          ;199218;14413;         ;20 54 22.3;+40 42 11; 6.70;-0.07;  B8Vnne            ;*
314.076250; -3.561389;    8014;8014;          ;199280;     ;         ;20 56 18.3;-03 33 41; 6.57;-0.10;  B8Vn              ;
314.053750;+51.075000;    8022;8022;          ;199578;     ;         ;20 56 12.9;+51 04 30; 6.63;-0.10;  B5V               ;
314.961667;+16.824167;    8037;8037;          ;199941;     ;         ;20 59 50.8;+16 49 27; 6.66; 0.38;  F4III             ;
315.552500;-43.001944;    8042;8042;          ;200011;     ;         ;21 02 12.6;-43 00 07; 6.64; 0.68;  G3IV+K0IV         ;*
317.199583;-76.212500;    8052;8052;          ;200266;     ;         ;21 08 47.9;-76 12 45; 6.58; 1.23;  K1III             ;
316.019167; -5.823333;    8058;8058; 12    Aqr;200496;14592;         ;21 04 04.6;-05 49 24; 7.31;     ;  A3V               ;*
317.633333;+22.454722;    8101;8101;          ;201671;14710;         ;21 10 32.0;+22 27 17; 6.68; 0.03;  A1V               ;*
317.494167;+45.502500;    8103;8103;          ;201733;     ;Var?     ;21 09 58.6;+45 30 09; 6.63;-0.16;  B4IVpe            ;*
317.766250;+36.299167;    8105;8105;          ;201819;14724;Var      ;21 11 03.9;+36 17 57; 6.54;-0.14;  B1Vp              ;*
317.370417;+63.295556;    8109;8109;          ;201888;     ;         ;21 09 28.9;+63 17 44; 6.54;-0.13;  B7III             ;
319.567083;-75.346667;    8111;8111;          ;201906;     ;         ;21 18 16.1;-75 20 48; 6.63; 0.03;  A1V               ;
317.383333;+68.490278;    8113;8113;          ;202012;     ;T Cep    ;21 09 32.0;+68 29 25; 7.33; 1.49;  M7IIIe            ;*
318.569583;-10.605278;    8118;8118;          ;202149;     ;         ;21 14 16.7;-10 36 19; 6.77;-0.08;  B9pHgMn           ;
319.565417;-17.462222;    8139;8139; 31    Cap;202723;     ;         ;21 18 15.7;-17 27 44; 7.05; 0.34;  F2V               ;
319.940833;-26.353056;    8148;8148;          ;202940;14847;         ;21 19 45.8;-26 21 11; 6.56; 0.73;  G5V               ;*
320.695417;+38.634167;    8186;8186;          ;203696;     ;         ;21 22 46.9;+38 38 03; 6.63; 0.01;  A1V               ;
320.845833;+37.406667;    8189;8189;          ;203784;     ;         ;21 23 23.0;+37 24 24; 6.58;     ;  F6II-III          ;*
321.231250;+49.323333;    8206;8206;          ;204131;14962;V1934 Cyg;21 24 55.5;+49 19 24; 6.58;-0.03;  B9pSi:Cr:Sr:      ;
322.057917;-11.568333;    8212;8212;          ;204363;     ;         ;21 28 13.9;-11 34 06; 6.61; 0.49;  F3V               ;
322.498333;-19.147778;    8222;8222;          ;204577;     ;         ;21 29 59.6;-19 08 52; 6.57; 0.41;  F0V               ;
323.112917;+23.394444;    8240;8240;          ;205087;     ;13774    ;21 32 27.1;+23 23 40; 6.70;-0.09;  B9pSiSrCr         ;
341.369167;-88.818333;    8294;8294;          ;206553;     ;CG Oct   ;22 45 28.6;-88 49 06; 6.57; 0.28;  F0IV-V            ;*
326.569167;+43.060833;    8329;8329;          ;207218;     ;         ;21 46 16.6;+43 03 39; 6.54; 0.28;  G0:III+A4V        ;*
328.075833;+21.273056;    8350;8350;          ;207932;     ;HO Peg   ;21 52 18.2;+21 16 23; 6.89;     ;  M4III             ;*
